PPREG4_PPEDUCAT,0
Midwest: Bachelor's degree or higher,0.241786390467
Midwest: High school,0.278841967784
Midwest: Less than high school,0.172853309481
Midwest: Some college,0.229020801624
Northeast: Bachelor's degree or higher,0.300917015736
Northeast: High school,0.164893067466
Northeast: Less than high school,0.195976638546
Northeast: Some college,0.309902860227
South: Bachelor's degree or higher,0.173315477869
South: High school,0.261716372489
South: Less than high school,0.196378830084
South: Some college,0.271282186022
West: Bachelor's degree or higher,0.193762686843
West: High school,0.2579218107
West: Less than high school,0.385970239903
West: Some college,0.169695862636
