Category,Weighted_Pct
Midwest: 11yrs- ,0.172853309481
Midwest: 12yrs,0.278841967784
Midwest: 12yrs+,0.229020801624
Midwest: 16yrs+,0.241786390467
Northeast: 11yrs- ,0.195976638546
Northeast: 12yrs,0.164893067466
Northeast: 12yrs+,0.309902860227
Northeast: 16yrs+,0.300917015736
South: 11yrs- ,0.196378830084
South: 12yrs,0.261716372489
South: 12yrs+,0.271282186022
South: 16yrs+,0.173315477869
West: 11yrs- ,0.385970239903
West: 12yrs,0.2579218107
West: 12yrs+,0.169695862636
West: 16yrs+,0.193762686843
