Category,Weighted_Pct
Midwest: Not Parent,0.362674248707
Midwest: Parent,0.310527785535
Northeast: Not Parent,0.39160094828
Northeast: Parent,0.410479658066
South: Not Parent,0.324934924611
South: Parent,0.288752583506
West: Not Parent,0.34693705112
West: Parent,0.380444687443
