Category,Weighted_Pct
Midwest: $10K-,0.467501957713
Midwest: $10K-49K,0.763168071777
Midwest: $50K-75K,0.812225015713
Midwest: $75K+,0.756099578199
Northeast: $10K-,0.577806959947
Northeast: $10K-49K,0.78286637931
Northeast: $50K-75K,0.625447600859
Northeast: $75K+,0.578030671015
South: $10K-,0.641127883794
South: $10K-49K,0.706170187373
South: $50K-75K,0.627578132036
South: $75K+,0.731613229621
West: $10K-,0.712368168744
West: $10K-49K,0.646141363145
West: $50K-75K,0.713728432108
West: $75K+,0.695746444742
