Category,Weighted_Pct
Midwest: 11yrs- ,0.0400268336315
Midwest: 12yrs,0.0634457414613
Midwest: 12yrs+,0.0260358626279
Midwest: 16yrs+,0.0588371286556
Northeast: 11yrs- ,0.133030499676
Northeast: 12yrs,0.038231039471
Northeast: 12yrs+,0.0150733297121
Northeast: 16yrs+,0.00363801728058
South: 11yrs- ,0.0528253083963
South: 12yrs,0.00441114266723
South: 12yrs+,0.0
South: 16yrs+,0.0159289540457
West: 11yrs- ,0.0401606425703
West: 12yrs,0.0347222222222
West: 12yrs+,0.016950688905
West: 16yrs+,0.00337647720878
