Category,Weighted_Pct
Midwest: $10K-,0.601409553641
Midwest: $10K-49K,0.662606671839
Midwest: $50K-75K,0.541679823177
Midwest: $75K+,0.624274051006
Northeast: $10K-,0.534059945504
Northeast: $10K-49K,0.657765667575
Northeast: $50K-75K,0.599904511817
Northeast: $75K+,0.648461755574
South: $10K-,0.535657686212
South: $10K-49K,0.666907746705
South: $50K-75K,0.568013710987
South: $75K+,0.690001873478
West: $10K-,0.857142857143
West: $10K-49K,0.673243460405
West: $50K-75K,0.549474929744
West: $75K+,0.563292361156
