Category,Weighted_Pct
Midwest: 11yrs- ,0.668604651163
Midwest: 12yrs,0.701841437865
Midwest: 12yrs+,0.733434804668
Midwest: 16yrs+,0.690960134756
Northeast: 11yrs- ,0.625567813108
Northeast: 12yrs,0.661307495741
Northeast: 12yrs+,0.743524015111
Northeast: 16yrs+,0.757053112507
South: 11yrs- ,0.66305212893
South: 12yrs,0.644531729471
South: 12yrs+,0.61577203446
South: 16yrs+,0.656452979384
West: 11yrs- ,0.582410824108
West: 12yrs,0.6579218107
West: 12yrs+,0.714494474381
West: 16yrs+,0.591201416721
