Category,Weighted_Pct
Midwest: 11yrs- ,0.572227191413
Midwest: 12yrs,0.630027665461
Midwest: 12yrs+,0.586870229008
Midwest: 16yrs+,0.669604519774
Northeast: 11yrs- ,0.807916937054
Northeast: 12yrs,0.594918553427
Northeast: 12yrs+,0.661225040475
Northeast: 16yrs+,0.611230612476
South: 11yrs- ,0.708615200955
South: 12yrs,0.616440875375
South: 12yrs+,0.609197690623
South: 16yrs+,0.688892021427
West: 11yrs- ,0.624658366231
West: 12yrs,0.56316872428
West: 12yrs+,0.591691995947
West: 16yrs+,0.609614319985
