Category,Weighted_Pct
Midwest: $10K-,0.144870790916
Midwest: $10K-49K,0.0542808746535
Midwest: $50K-75K,0.0790383406662
Midwest: $75K+,0.0928790009098
Northeast: $10K-,0.355219960604
Northeast: $10K-49K,0.0295498481083
Northeast: $50K-75K,0.0802100740033
Northeast: $75K+,0.0726272543695
South: $10K-,0.0
South: $10K-49K,0.0372376986213
South: $50K-75K,0.111051693405
South: $75K+,0.0914402934046
West: $10K-,0.0
West: $10K-49K,0.0382257482871
West: $50K-75K,0.0818181818182
West: $75K+,0.0857698541329
