Category,Weighted_Pct
Midwest: $10K-,0.595927956147
Midwest: $10K-49K,0.442491520197
Midwest: $50K-75K,0.529269472666
Midwest: $75K+,0.516086345215
Northeast: $10K-,0.424819435325
Northeast: $10K-49K,0.617759042698
Northeast: $50K-75K,0.438895558223
Northeast: $75K+,0.496483531787
South: $10K-,0.432382461701
South: $10K-49K,0.501691638473
South: $50K-75K,0.489427352754
South: $75K+,0.582202862477
West: $10K-,0.807286673058
West: $10K-49K,0.472157979007
West: $50K-75K,0.673753665689
West: $75K+,0.502901600663
