Category,Weighted_Pct
Midwest: $10K-,0.307752545027
Midwest: $10K-49K,0.198196114709
Midwest: $50K-75K,0.265241986172
Midwest: $75K+,0.261846645905
Northeast: $10K-,0.294156270519
Northeast: $10K-49K,0.267857142857
Northeast: $50K-75K,0.166388159465
Northeast: $75K+,0.259591950421
South: $10K-,0.164817749604
South: $10K-49K,0.262744469381
South: $50K-75K,0.218563954537
South: $75K+,0.202862476665
West: $10K-,0.25790987536
West: $10K-49K,0.274506315602
West: $50K-75K,0.223313782991
West: $75K+,0.182096208984
