Category,Weighted_Pct
Midwest: Not Parent,0.7373622495
Midwest: Parent,0.833984920413
Northeast: Not Parent,0.629298162977
Northeast: Parent,0.677853411429
South: Not Parent,0.687607277721
South: Parent,0.710120416723
West: Not Parent,0.69021101993
West: Parent,0.669246013023
