Category,Weighted_Pct
Midwest: 11yrs- ,0.689400715564
Midwest: 12yrs,0.5630353613
Midwest: 12yrs+,0.629109414758
Midwest: 16yrs+,0.642165051788
Northeast: 11yrs- ,0.786502271252
Northeast: 12yrs,0.582323443377
Northeast: 12yrs+,0.674581759309
Northeast: 16yrs+,0.639634428505
South: 11yrs- ,0.712097095105
South: 12yrs,0.606928999145
South: 12yrs+,0.622175512349
South: 16yrs+,0.665841058665
West: 11yrs- ,0.538437884379
West: 12yrs,0.657988289419
West: 12yrs+,0.616311991963
West: 16yrs+,0.566935708322
