Category,Weighted_Pct
Midwest: 11yrs- ,0.472719141324
Midwest: 12yrs,0.543900875881
Midwest: 12yrs+,0.392638662316
Midwest: 16yrs+,0.465642053681
Northeast: 11yrs- ,0.410772225827
Northeast: 12yrs,0.462862411638
Northeast: 12yrs+,0.464029264327
Northeast: 16yrs+,0.468470508321
South: 11yrs- ,0.492737763629
South: 12yrs,0.468257402485
South: 12yrs+,0.461645376928
South: 16yrs+,0.479983084297
West: 11yrs- ,0.34386852086
West: 12yrs,0.473353909465
West: 12yrs+,0.427656264299
West: 16yrs+,0.29817912931
