Category,Weighted_Pct
Midwest: $10K-,0.355520751762
Midwest: $10K-49K,0.49996131528
Midwest: $50K-75K,0.468258956631
Midwest: $75K+,0.44313562837
Northeast: $10K-,0.474720945502
Northeast: $10K-49K,0.458677127012
Northeast: $50K-75K,0.451420386727
Northeast: $75K+,0.465547151482
South: $10K-,0.488667026444
South: $10K-49K,0.508317480876
South: $50K-75K,0.480966985387
South: $75K+,0.412491420728
West: $10K-,0.474592521572
West: $10K-49K,0.374688057041
West: $50K-75K,0.419794721408
West: $75K+,0.387598893677
