Category,Weighted_Pct
Midwest: 11yrs- ,0.548524150268
Midwest: 12yrs,0.336348159183
Midwest: 12yrs+,0.338937318389
Midwest: 16yrs+,0.281545829157
Northeast: 11yrs- ,0.378325762492
Northeast: 12yrs,0.365422807568
Northeast: 12yrs+,0.515345791843
Northeast: 16yrs+,0.33111033111
South: 11yrs- ,0.302327894946
South: 12yrs,0.361690348773
South: 12yrs+,0.339923804519
South: 16yrs+,0.244502396391
West: 11yrs- ,0.374734284847
West: 12yrs,0.418312757202
West: 12yrs+,0.359640267964
West: 16yrs+,0.295136948016
