Category,Weighted_Pct
Midwest: $10K-,0.553641346907
Midwest: $10K-49K,0.354511395567
Midwest: $50K-75K,0.332023884349
Midwest: $75K+,0.336269946809
Northeast: $10K-,0.523309258043
Northeast: $10K-49K,0.363939436033
Northeast: $50K-75K,0.41495601173
Northeast: $75K+,0.393169630257
South: $10K-,0.330163761226
South: $10K-49K,0.318050657262
South: $50K-75K,0.279483185192
South: $75K+,0.331487243311
West: $10K-,0.513902205177
West: $10K-49K,0.362391033624
West: $50K-75K,0.307027992853
West: $75K+,0.365339129323
