Category,Weighted_Pct
Midwest: 11yrs- ,0.12030411449
Midwest: 12yrs,0.107974669958
Midwest: 12yrs+,0.0560528992879
Midwest: 16yrs+,0.0322975832498
Northeast: 11yrs- ,0.335496430889
Northeast: 12yrs,0.0509169142506
Northeast: 12yrs+,0.0496492174852
Northeast: 16yrs+,0.0749462243858
South: 11yrs- ,0.0222841225627
South: 12yrs,0.0610308779987
South: 12yrs+,0.0524049291109
South: 16yrs+,0.0875387651537
West: 11yrs- ,0.0893949694086
West: 12yrs,0.0356413398693
West: 12yrs+,0.0682050804876
West: 16yrs+,0.0741887075596
