PPREG4,PPGENDER,0
Midwest,Female,0.491157508724
Midwest,Male,0.44126256841
Northeast,Female,0.517476383266
Northeast,Male,0.397369250158
South,Female,0.508009072223
South,Male,0.43862604365
West,Female,0.396614539544
West,Male,0.387873012091
