PPREG4,PPGENDER,0
Midwest,Female,0.704852634713
Midwest,Male,0.529142857143
Northeast,Female,0.671806612349
Northeast,Male,0.580891619408
South,Female,0.719975773986
South,Male,0.577940696113
West,Female,0.613912651959
West,Male,0.569893742621
