PPREG4,PPGENDER,0
Midwest,Female,0.140836770772
Midwest,Male,0.189591315453
Northeast,Female,0.158373173524
Northeast,Male,0.16524889729
South,Female,0.0985796056816
South,Male,0.179339505723
West,Female,0.102705781829
West,Male,0.199427992612
