PPREG4,PPGENDER,0
Midwest,Female,0.209036215642
Midwest,Male,0.271492921493
Northeast,Female,0.22994109283
Northeast,Male,0.272290485192
South,Female,0.247344836103
South,Male,0.212426958952
West,Female,0.20352743561
West,Male,0.242089728453
