PPREG4,PPGENDER,0
Midwest,Female,0.702654762609
Midwest,Male,0.506158730159
Northeast,Female,0.717498628634
Northeast,Male,0.44943186397
South,Female,0.684361702128
South,Male,0.468767073393
West,Female,0.539272140965
West,Male,0.478120901395
