PPREG4,PPGENDER,0
Midwest,Female,0.064997053624
Midwest,Male,0.0897142857143
Northeast,Female,0.0466516177577
Northeast,Male,0.114366729679
South,Female,0.0533117363287
South,Male,0.0774419367776
West,Female,0.0760467103389
West,Male,0.0576523031204
